Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Contact Info,Library Card Number,Grade Level,Age,Country
S17489,4.9,81.8,71.8,Master,Female,4,509-369-7827,,Grade 11,16,France
S17490,10.3,67.6,50.5,High School,Female,3,729-138-5823,LC7163,Grade 10,15,Germany
S17491,0.9,,63.1,Bachelor,Male,3,403-122-8912,LC3832,Grade 11,16,England
S17492,4.6,84.0,55.4,Master,Female,3,997-962-7795,,Grade 10,14,Germany
S17493,11.9,84.5,71.4,,Female,1,414-144-3016,,Grade 11,16,England
S17494,5.0,57.3,38.5,High School,Female,0,964-674-8084,LC6704,Grade 11,16,Spain
S17495,7.3,55.4,64.2,Associate,Male,1,153-899-4625,LC5377,Grade 12,17,Portugal
S17496,12.5,92.6,58.8,Bachelor,Male,0,201-631-3131,,Grade 12,17,Germany
S17497,7.1,72.0,76.0,Doctorate,Male,1,864-287-3368,LC5082,Grade 12,17,France
S17498,14.1,36.1,74.1,Doctorate,Male,3,157-418-2291,,Grade 12,17,Spain
S17499,11.1,47.6,32.9,,Male,1,521-200-2171,LC9370,Grade 12,17,Portugal
S17500,12.2,48.6,82.6,Bachelor,Female,0,351-613-4823,LC1116,Grade 11,16,Portugal
S17501,16.2,96.3,80.5,High School,Female,1,511-730-1273,LC4197,Grade 12,17,Germany
S17502,11.6,74.0,71.9,,Female,4,771-312-2590,LC4882,Grade 11,16,Germany
S17503,17.7,75.7,44.1,Doctorate,Male,0,374-831-6655,LC3777,Grade 10,15,Spain
S17504,14.6,67.9,72.7,Master,Male,5,141-773-3586,LC8959,Grade 12,17,Germany
S17505,7.4,53.8,75.5,High School,Female,3,621-809-5172,LC4175,Grade 11,17,Portugal
S17506,16.5,90.2,,Master,Female,3,467-341-7826,LC8617,Grade 11,17,England
S17507,11.3,88.0,79.2,Bachelor,Male,0,752-847-6696,LC3935,Grade 11,16,Spain
S17508,8.0,60.9,90.3,Associate,Male,3,288-773-2389,LC1469,Grade 11,16,Germany
S17509,11.4,103.0,59.1,Bachelor,Female,4,679-275-7883,,Grade 11,16,Germany
S17510,15.6,89.9,51.6,Associate,Male,0,201-932-3881,LC2080,Grade 11,16,England
S17511,12.3,57.9,61.9,Master,Male,4,474-647-7991,LC5581,Grade 11,16,England
S17512,19.1,69.3,72.9,,Male,0,242-954-2402,LC3622,Grade 11,16,Spain
S17513,15.4,67.6,64.8,,Male,0,845-319-2679,LC7729,Grade 11,16,England
S17514,12.6,81.2,,High School,Female,3,763-179-3316,LC4538,Grade 12,17,Germany
S17515,4.9,46.4,82.5,Bachelor,Male,1,873-540-2166,LC9693,Grade 12,17,Portugal
S17516,9.1,60.9,62.4,High School,Male,3,807-481-8600,LC7463,Grade 10,15,France
S17517,10.4,90.9,74.1,Doctorate,Female,1,720-912-5612,,Grade 12,17,Germany
S17518,13.5,43.3,74.7,High School,Female,,459-548-1427,LC3044,Grade 12,17,England
S17519,13.2,71.0,62.3,High School,Male,3,117-373-4782,LC3243,Grade 11,16,France
S17520,10.8,50.5,74.3,Master,Male,0,881-808-2462,LC9259,Grade 11,16,England
S17521,,93.3,91.0,Master,Male,3,903-600-9145,LC7330,Grade 11,16,Germany
S17522,13.6,81.9,78.7,Master,Female,0,145-968-5328,LC7994,Grade 11,16,Germany
S17523,5.7,45.6,40.7,Doctorate,Female,5,502-280-2667,,Grade 11,16,Germany
S17524,18.5,54.2,62.4,,Male,1,239-317-6536,,Grade 11,16,France
S17525,-0.2,75.3,,Doctorate,Male,5,587-973-8538,LC7274,Grade 10,15,Portugal
S17526,17.3,28.9,83.1,,Male,1,816-360-9134,,Grade 11,16,Portugal
S17527,9.8,53.0,65.0,Bachelor,Male,1,839-897-8712,LC6429,Grade 12,17,Spain
S17528,15.0,58.5,62.8,Master,Male,,865-249-3400,,Grade 10,15,Spain
S17529,11.8,100.7,42.5,High School,Male,,922-606-8568,LC1198,Grade 10,15,France
S17530,,63.5,110.9,Bachelor,Male,3,442-710-8132,LC8968,Grade 11,16,France
S17531,12.8,88.2,66.6,Associate,Female,1,751-776-7490,LC9400,Grade 11,17,Germany
S17532,14.0,65.5,,Bachelor,Male,1,275-894-3563,LC7329,Grade 11,16,France
S17533,8.4,89.9,42.3,Associate,Female,0,888-715-5719,LC1398,Grade 12,17,England
S17534,15.2,44.0,,Associate,Male,4,569-437-6603,LC4380,Grade 11,16,France
S17535,4.6,60.5,64.2,Bachelor,Male,2,158-466-2565,LC3371,Grade 12,17,Spain
S17536,10.0,72.8,66.9,Master,Male,0,274-971-7447,LC9869,Grade 12,17,France
S17537,14.2,78.6,44.1,High School,Male,1,285-423-7627,LC1706,Grade 10,15,England
S17538,15.0,81.5,40.0,Master,Male,1,528-326-7457,,Grade 10,14,France
S17539,12.3,78.9,90.4,,Male,3,789-332-9799,LC1066,Grade 12,17,Spain
S17540,8.0,85.1,47.5,Master,Female,1,967-217-3901,LC6121,Grade 11,16,Germany
S17541,14.5,74.8,72.9,Master,Male,1,340-758-9301,LC1947,Grade 10,15,England
S17542,6.7,78.5,60.8,Master,Male,1,245-718-8459,LC8259,Grade 12,17,England
S17543,18.8,54.7,79.9,Master,Male,4,336-512-4494,,Grade 11,16,Germany
S17544,9.6,42.6,67.9,Associate,Male,1,860-990-9510,LC7346,Grade 12,17,Germany
S17545,2.3,52.6,66.4,Doctorate,Male,0,886-281-6058,LC7340,Grade 12,17,Spain
S17546,4.0,41.3,67.1,High School,Female,1,149-956-7695,LC7302,Grade 10,15,England
S17547,10.2,79.5,53.4,,Male,0,654-291-1902,LC7057,Grade 10,14,Germany
S17548,10.7,93.8,47.6,Master,Male,5,608-441-3941,LC8519,Grade 11,16,England
S17549,19.8,56.0,61.3,Doctorate,Male,5,233-398-5824,,Grade 11,16,Portugal
S17550,4.8,95.2,42.0,Associate,Male,1,456-933-3177,,Grade 12,17,France
S17551,10.2,84.0,,Master,Male,0,278-197-1523,LC5779,Grade 12,17,France
S17552,4.7,63.9,67.2,Bachelor,Male,1,230-214-3110,LC2235,Grade 12,16,France
S17553,7.5,68.0,60.9,Doctorate,Male,3,976-848-2430,,Grade 10,15,Germany
S17554,18.4,97.3,79.6,Bachelor,Female,0,886-845-3733,LC3627,Grade 11,16,Spain
S17555,4.3,28.5,77.7,Doctorate,Male,3,940-649-9917,LC7002,Grade 11,16,England
S17556,12.9,97.2,72.7,Master,Male,3,151-996-5179,,Grade 12,17,Germany
S17557,12.0,92.9,72.5,High School,Female,0,237-513-1351,,Grade 11,16,Germany
S17558,9.9,63.2,53.1,Bachelor,Male,2,307-531-6905,LC9714,Grade 11,16,Germany
S17559,12.6,73.1,,Associate,Male,3,818-710-7917,LC1070,Grade 11,16,France
S17560,4.2,107.5,55.8,Master,Male,4,906-780-2827,LC1444,Grade 11,16,Germany
S17561,18.3,48.8,73.7,Master,Female,1,300-586-1760,LC4015,Grade 10,15,Spain
S17562,19.6,71.4,106.3,High School,Male,1,252-797-1212,LC3707,Grade 12,17,Spain
S17563,10.2,87.9,28.9,Doctorate,Female,4,703-101-3908,,Grade 11,16,England
S17564,,79.2,76.0,Master,Male,3,827-270-3698,LC2827,Grade 12,16,Portugal
S17565,8.0,76.0,66.1,Bachelor,Female,0,901-867-6393,LC5370,Grade 11,16,Portugal
S17566,12.0,111.3,55.7,Bachelor,Male,4,511-638-2975,LC9078,Grade 12,17,England
S17567,17.2,52.8,76.2,,Male,2,939-131-1653,LC9353,Grade 12,16,England
S17568,7.7,53.7,46.1,Bachelor,Female,2,128-352-8156,,Grade 12,17,Germany
S17569,3.1,24.7,95.8,Master,Male,1,582-368-1836,,Grade 11,16,Germany
S17570,1.9,53.4,,Associate,Male,4,129-741-4377,LC8141,Grade 10,15,Germany
S17571,20.3,61.7,56.7,Doctorate,Female,2,728-714-1969,,Grade 10,15,France
S17572,7.4,81.4,36.1,High School,Male,3,459-600-4874,,Grade 11,16,Germany
S17573,9.1,94.2,55.6,High School,Male,4,327-751-2330,,Grade 10,15,Spain
S17574,4.4,55.7,86.5,High School,Male,,568-657-8409,,Grade 10,15,Spain
S17575,14.7,72.1,93.8,Associate,Male,0,144-586-5668,LC4321,Grade 10,15,Germany
S17576,6.1,102.9,,High School,Male,0,510-741-3852,LC2950,Grade 11,16,France
S17577,7.5,71.3,,Bachelor,Female,1,677-782-9993,LC6577,Grade 11,16,England
S17578,11.5,85.4,58.8,Associate,Male,1,962-554-3716,LC7287,Grade 11,17,Germany
S17579,4.7,97.4,60.7,Bachelor,Male,5,837-278-5373,LC6730,Grade 11,16,France
S17580,9.1,56.4,51.9,Bachelor,Male,1,854-238-1709,,Grade 11,16,Germany
S17581,17.0,52.3,86.0,Associate,Female,1,760-853-7752,LC4522,Grade 12,17,Germany
S17582,12.1,107.4,54.4,High School,Female,1,424-774-5639,LC1712,Grade 11,16,Portugal
S17583,10.7,86.6,70.9,Bachelor,Female,4,533-832-5540,,Grade 11,16,France
S17584,11.1,48.5,67.6,Doctorate,Male,5,119-788-1961,LC5602,Grade 12,17,France
S17585,8.1,53.9,104.3,Associate,Male,3,171-377-2277,LC9306,Grade 12,17,Germany
S17586,20.0,71.0,65.5,Master,Male,1,601-287-6465,LC7696,Grade 12,17,Germany
S17587,5.9,102.9,57.4,Associate,Female,4,403-539-7520,LC7800,Grade 11,17,France
S17588,11.1,94.6,54.0,Master,Female,2,708-194-3497,LC8875,Grade 12,17,Germany
S17589,10.6,96.3,,Doctorate,Male,0,495-716-4470,,Grade 11,16,Spain
S17590,15.0,66.3,95.3,,Male,0,472-784-2461,LC9338,Grade 12,16,Spain
S17591,15.5,74.8,92.1,Associate,Male,3,839-971-8543,,Grade 11,16,England
S17592,9.8,59.0,57.6,Doctorate,Male,1,164-621-1897,LC4753,Grade 11,16,Germany
S17593,11.5,,77.2,Bachelor,Male,0,300-106-8189,LC5354,Grade 11,16,Spain
S17594,11.6,52.5,49.4,High School,Female,0,186-610-7346,LC2262,Grade 12,17,Germany
S17595,-1.4,57.6,64.7,Bachelor,Male,3,584-642-5377,LC6149,Grade 10,15,Germany
S17596,2.1,60.5,44.4,High School,Female,0,779-970-2337,,Grade 10,14,England
S17597,7.0,72.1,65.7,High School,Female,4,199-279-9699,LC3286,Grade 10,15,England
S17598,7.2,83.4,49.8,Doctorate,Male,1,909-171-4323,LC3619,Grade 11,16,Spain
S17599,4.0,108.3,64.0,,Female,2,308-753-3339,LC4072,Grade 10,14,France
S17600,13.7,67.7,84.9,Master,Male,4,121-404-2997,LC2096,Grade 11,16,France
S17601,10.0,86.8,52.3,Associate,Female,1,257-694-5584,,Grade 12,17,England
S17602,8.9,71.4,58.9,Associate,Male,3,534-890-7252,,Grade 11,16,Germany
S17603,3.7,94.3,79.4,Associate,Male,0,286-749-9438,LC5554,Grade 11,16,France
S17604,9.8,49.9,59.3,Associate,Female,4,857-753-5813,LC4409,Grade 10,14,Spain
S17605,-3.1,64.3,46.9,Doctorate,Male,2,945-958-2290,LC4030,Grade 11,16,Germany
S17606,9.2,88.3,58.8,Associate,Female,4,768-252-6892,LC8941,Grade 11,16,England
S17607,10.3,86.6,65.4,Master,Male,0,140-353-8651,,Grade 10,15,Spain
S17608,11.2,87.0,74.3,Bachelor,Female,1,956-456-4840,,Grade 12,17,Spain
S17609,2.2,103.2,38.1,Bachelor,Male,1,651-913-9940,LC6891,Grade 10,15,England
S17610,11.1,40.3,73.5,High School,Male,3,505-486-8268,LC8261,Grade 12,17,Germany
S17611,4.8,49.9,67.9,High School,Male,0,471-179-7215,LC8219,Grade 11,16,England
S17612,5.9,86.2,33.4,Master,Male,0,542-999-9084,LC4250,Grade 12,17,Spain
S17613,13.6,91.3,61.0,Bachelor,Male,1,495-962-7934,LC1159,Grade 11,17,Germany
S17614,20.1,88.1,66.6,Bachelor,Male,3,519-192-5170,LC8031,Grade 11,16,Germany
S17615,10.3,129.2,51.9,,Male,0,759-781-1154,LC3715,Grade 10,15,Spain
S17616,5.9,56.7,49.2,High School,Female,1,708-520-6005,LC6743,Grade 12,17,France
S17617,10.9,82.4,64.2,Master,Male,0,803-932-7937,,Grade 10,15,France
S17618,14.7,73.6,64.6,High School,Male,1,256-279-8096,LC6982,Grade 10,15,Germany
S17619,13.1,87.4,33.0,Bachelor,Male,3,967-671-8392,,Grade 11,16,England
S17620,23.7,82.5,54.6,Bachelor,Female,4,275-516-7823,,Grade 12,17,Spain
S17621,6.4,64.6,52.8,Bachelor,Female,1,967-738-4313,,Grade 10,15,Germany
S17622,11.3,82.8,44.9,Doctorate,Male,1,107-741-2155,LC3779,Grade 11,16,Germany
S17623,17.7,76.7,77.9,,Male,0,232-954-8306,,Grade 10,15,Germany
S17624,17.4,77.6,79.1,Master,Male,3,868-363-7354,LC3389,Grade 12,18,France
S17625,0.2,97.7,43.2,Associate,Female,0,672-656-4938,LC1518,Grade 10,15,Spain
S17626,10.0,124.6,62.3,Doctorate,Male,0,831-836-9931,LC9410,Grade 11,16,France
S17627,17.4,36.7,,High School,Male,2,265-562-5143,LC5542,Grade 12,17,England
S17628,24.5,100.8,79.9,Master,Female,1,216-964-6951,LC6519,Grade 11,16,France
S17629,13.5,87.8,78.1,Bachelor,Female,1,726-644-6171,LC8410,Grade 12,17,Portugal
S17630,8.2,60.2,59.7,Master,Male,1,700-405-2404,LC6329,Grade 10,15,Spain
S17631,5.0,67.7,66.3,Master,Male,0,294-530-3998,LC1503,Grade 12,17,Spain
S17632,21.1,,81.4,Associate,Male,0,393-663-7717,LC7113,Grade 11,16,England
S17633,13.6,76.0,58.8,Bachelor,Female,4,749-553-4870,LC1479,Grade 10,15,Germany
S17634,5.8,,51.2,High School,Male,1,428-702-2657,,Grade 10,15,England
S17635,9.0,61.3,81.9,High School,Male,1,638-824-4581,LC3776,Grade 10,15,Germany
S17636,11.6,59.8,49.3,Associate,Female,5,965-463-1519,LC5554,Grade 10,15,Germany
S17637,12.7,55.7,39.1,Doctorate,Male,0,805-552-9150,LC4402,Grade 11,16,Germany
S17638,5.5,,69.3,Bachelor,Male,,674-693-9001,LC6341,Grade 10,15,Portugal
S17639,6.9,72.4,75.7,Associate,Male,1,587-681-9326,LC5871,Grade 11,17,Spain
S17640,1.7,82.1,83.3,Doctorate,Male,1,111-729-2117,,Grade 12,17,Spain
S17641,15.2,58.5,75.0,Associate,Male,3,328-735-9248,LC7095,Grade 12,17,Spain
S17642,8.3,90.1,76.8,Master,Male,0,233-705-1329,,Grade 11,16,France
S17643,12.3,56.8,48.2,Master,Female,1,127-934-8563,LC8135,Grade 11,16,Spain
S17644,17.1,90.4,70.7,Master,Male,1,586-262-4515,LC3157,Grade 12,17,Germany
S17645,11.1,57.7,73.6,Bachelor,Female,1,249-746-8287,LC9885,Grade 11,17,Spain
S17646,9.4,115.3,55.8,High School,Male,1,163-721-9692,,Grade 12,17,England
S17647,11.0,88.0,65.1,Master,Male,1,661-295-7772,LC6744,Grade 10,16,England
S17648,10.3,91.8,82.5,Associate,Female,1,747-349-4044,LC5179,Grade 11,16,England
S17649,16.2,71.6,78.2,Associate,Female,0,494-859-9956,LC4631,Grade 12,17,England
S17650,11.6,87.1,83.0,,Female,1,691-698-7825,LC2662,Grade 11,17,England
S17651,7.3,50.0,57.2,Doctorate,Female,2,864-722-7048,,Grade 10,15,Spain
S17652,15.2,55.5,87.9,High School,Female,1,642-105-4919,LC7112,Grade 11,16,France
S17653,,68.9,56.9,Master,Male,0,662-264-7661,LC7722,Grade 12,17,Spain
S17654,,105.4,43.1,Bachelor,Male,0,818-860-8280,,Grade 11,15,Portugal
S17655,17.7,95.1,63.2,High School,Male,0,856-373-6882,,Grade 11,16,Germany
S17656,11.8,,63.5,Bachelor,Female,1,921-584-8035,LC9298,Grade 12,17,Spain
S17657,11.4,55.3,52.2,High School,Female,4,831-431-9815,LC8367,Grade 10,15,Germany
S17658,15.0,73.3,70.8,Doctorate,Female,4,913-120-1448,,Grade 10,15,France
S17659,7.2,100.1,101.6,Associate,Male,0,135-550-9034,,Grade 11,16,Spain
S17660,14.8,79.9,72.5,Bachelor,Female,2,257-709-6844,,Grade 10,15,Germany
S17661,8.1,24.3,77.9,Master,Male,2,772-734-6523,LC6539,Grade 10,15,France
S17662,2.6,51.5,76.1,High School,Female,4,931-844-1019,,Grade 11,16,Portugal
S17663,,89.4,56.0,High School,Male,1,822-793-1673,LC7531,Grade 12,17,France
S17664,12.8,79.1,49.3,Master,Male,3,117-311-2402,LC2250,Grade 11,16,France
S17665,5.3,,62.8,Associate,Female,2,236-598-8729,,Grade 11,16,France
S17666,18.1,97.2,65.2,Bachelor,Male,2,264-906-1208,LC3025,Grade 12,16,Germany
S17667,15.9,68.1,84.5,Bachelor,Female,1,317-649-1720,LC4824,Grade 10,15,Germany
S17668,16.7,89.0,53.7,Associate,Male,0,620-941-3420,LC8865,Grade 10,15,England
S17669,10.6,107.8,65.5,Associate,Male,1,797-807-9650,LC6166,Grade 12,17,England
S17670,11.3,79.5,65.0,Bachelor,Male,1,386-816-9956,LC8720,Grade 12,17,England
S17671,,57.1,60.7,Bachelor,Male,2,253-953-7448,LC9099,Grade 10,15,Germany
S17672,15.0,66.5,73.2,High School,Male,0,961-276-2357,LC3035,Grade 11,16,Germany
S17673,11.9,56.9,68.6,Bachelor,Female,1,349-161-6420,LC8143,Grade 12,17,Spain
S17674,12.8,30.2,85.6,Bachelor,Female,0,563-423-9924,,Grade 11,16,Germany
S17675,18.4,59.2,67.3,Associate,Male,0,570-817-2438,LC8661,Grade 11,16,Spain
S17676,7.0,87.7,36.0,Associate,Female,1,215-755-8048,LC4535,Grade 10,15,Spain
S17677,9.4,75.2,49.8,Doctorate,Female,3,269-636-2343,LC4610,Grade 11,16,England
S17678,11.6,102.2,57.0,High School,Female,0,201-653-4157,LC4105,Grade 10,16,Portugal
S17679,5.3,77.9,,Associate,Male,2,970-568-1588,LC7774,Grade 11,16,Spain
S17680,9.1,92.7,49.0,High School,Male,5,779-629-7337,,Grade 11,16,Spain
S17681,12.5,39.8,79.7,Associate,Male,0,419-931-9886,,Grade 10,15,Spain
S17682,8.4,66.2,42.1,High School,Male,0,334-562-7020,LC9874,Grade 11,16,England
S17683,16.5,69.6,72.6,Doctorate,Male,3,974-881-2422,LC5195,Grade 11,16,England
S17684,2.4,58.5,45.6,High School,Female,2,696-695-8898,,Grade 10,15,Germany
S17685,15.6,105.5,64.7,Bachelor,Female,4,894-197-9505,LC9380,Grade 11,16,Germany
S17686,13.3,36.4,64.9,Doctorate,Male,4,744-809-9984,LC4775,Grade 11,16,England
S17687,7.2,72.7,68.9,Master,Male,1,580-836-6008,LC9407,Grade 11,15,England
S17688,5.4,97.7,43.3,High School,Male,1,893-152-9462,LC8543,Grade 11,16,Portugal
S17689,-0.4,90.3,80.1,Doctorate,Male,1,453-166-5105,LC9682,Grade 11,16,Germany
S17690,6.0,67.4,58.2,Associate,Male,1,209-574-5583,LC2139,Grade 11,16,Portugal
S17691,15.2,,51.3,Associate,Male,1,884-846-4267,LC5100,Grade 10,14,Spain
S17692,9.7,96.8,71.9,Doctorate,Female,4,621-968-9074,LC6485,Grade 12,17,Portugal
S17693,15.8,64.6,64.7,High School,Female,2,586-369-6602,,Grade 11,15,Germany
S17694,6.9,58.4,54.2,Associate,Male,1,292-526-2414,,Grade 11,16,England
S17695,13.5,95.0,58.8,Master,Male,1,385-526-2314,LC7135,Grade 10,15,England
S17696,6.4,81.1,22.2,Doctorate,Male,1,378-260-2790,LC2325,Grade 11,16,Germany
S17697,5.2,68.0,62.0,Master,Male,1,352-898-4531,LC2986,Grade 11,16,Germany
S17698,,81.5,58.7,Bachelor,Male,4,253-132-8609,LC1701,Grade 10,15,Germany
S17699,,83.9,58.2,High School,Female,4,861-687-7695,LC6544,Grade 11,16,England
S17700,2.3,73.9,53.6,High School,Female,4,621-373-4955,LC5074,Grade 10,15,France
S17701,9.1,78.1,74.2,Bachelor,Male,1,458-173-1991,LC8683,Grade 11,16,France
S17702,10.5,31.7,71.4,High School,Male,0,642-931-7718,LC7575,Grade 11,16,England
S17703,16.3,72.9,69.2,Associate,Male,0,195-566-1138,LC2745,Grade 11,16,Germany
S17704,14.7,62.2,49.3,Bachelor,Male,2,570-506-6204,LC1443,Grade 11,16,England
S17705,16.1,59.0,55.2,Bachelor,Male,0,137-499-6836,LC2704,Grade 11,16,Germany
S17706,13.6,,22.9,Doctorate,Female,3,274-716-2667,LC3192,Grade 10,15,Germany
S17707,11.7,,71.3,Associate,Male,4,908-848-6662,,Grade 12,17,Germany
S17708,3.9,69.1,,Associate,Male,1,672-659-8371,LC8767,Grade 12,17,Germany
S17709,10.7,78.3,33.8,Master,Male,4,294-577-9854,,Grade 10,15,France
S17710,13.0,60.3,79.9,Bachelor,Female,4,659-794-4450,LC4576,Grade 11,16,Spain
S17711,17.3,85.4,82.5,Master,Female,4,867-439-1431,LC1302,Grade 11,17,Germany
S17712,13.4,89.7,51.5,Master,Male,4,620-729-6449,LC3329,Grade 12,17,England
S17713,16.2,89.5,104.5,,Male,1,966-319-4991,LC2556,Grade 12,17,France
S17714,4.8,93.7,50.9,Associate,Male,4,711-503-2236,LC5755,Grade 11,16,England
S17715,8.4,,57.9,Bachelor,Male,0,934-121-6585,,Grade 11,16,Spain
S17716,12.1,69.6,61.3,Master,Male,1,115-920-8918,LC8365,Grade 11,16,England
S17717,15.8,79.9,,High School,Female,1,628-312-4282,LC3934,Grade 10,15,Germany
S17718,9.3,66.5,52.4,Doctorate,Female,1,484-253-7967,LC8996,Grade 12,17,France
S17719,9.6,51.8,57.7,Doctorate,Male,3,521-218-8516,,Grade 12,17,Spain
S17720,13.4,65.0,44.8,Doctorate,Female,0,545-190-1878,LC1202,Grade 12,17,England
S17721,4.4,107.7,66.7,Associate,Male,4,432-430-6497,LC5144,Grade 11,16,France
S17722,18.0,,85.1,Master,Male,3,523-676-4727,LC6776,Grade 10,15,France
S17723,5.6,59.1,61.9,Doctorate,Male,4,868-603-3479,LC8509,Grade 11,16,England
S17724,0.4,64.1,75.3,High School,Male,1,379-467-1023,LC3084,Grade 11,16,Germany
S17725,10.1,86.1,59.6,Associate,Female,0,136-467-5935,,Grade 10,15,Germany
S17726,18.5,82.0,87.6,Associate,Male,5,467-981-2376,LC2080,Grade 12,17,Germany
S17727,12.9,89.1,66.1,Bachelor,Female,2,422-311-3647,LC5498,Grade 11,16,Germany
S17728,13.8,125.7,49.1,Doctorate,Female,3,363-481-4964,LC9710,Grade 12,17,England
S17729,10.2,91.4,66.4,Associate,Male,0,419-692-6310,LC5843,Grade 11,16,Spain
S17730,9.2,93.0,61.8,Doctorate,Female,2,654-811-2836,LC6247,Grade 12,17,France
S17731,2.3,132.2,61.4,High School,Female,5,946-186-9138,LC7758,Grade 11,17,Germany
S17732,-1.3,84.8,70.9,Doctorate,Male,1,539-131-4813,LC8780,Grade 11,15,England
S17733,11.0,67.2,41.7,Master,Female,3,591-186-9554,,Grade 11,16,Germany
S17734,16.6,68.9,62.2,Master,Male,0,587-780-2072,LC8341,Grade 11,16,Portugal
S17735,11.7,96.1,81.2,High School,Female,2,272-622-1867,LC4197,Grade 11,16,Spain
S17736,13.1,50.0,84.6,Associate,Male,1,292-617-2383,,Grade 11,16,France
S17737,17.9,36.1,,Master,Female,3,799-958-7883,,Grade 11,16,Germany
S17738,11.6,58.6,40.3,Bachelor,Male,1,896-581-6476,,Grade 10,15,Germany
S17739,9.4,91.4,,High School,Male,0,335-521-7000,LC3515,Grade 10,15,Germany
S17740,5.9,86.9,51.3,High School,Female,5,579-216-9455,,Grade 11,16,Germany
S17741,20.1,71.8,58.6,Doctorate,Male,5,998-151-2782,,Grade 11,16,France
S17742,12.6,96.4,52.7,Bachelor,Female,1,879-631-5882,LC7253,Grade 11,16,Portugal
S17743,5.3,87.2,63.8,Master,Female,0,104-138-5162,LC8782,Grade 12,17,England
S17744,4.1,81.9,56.1,Bachelor,Male,5,421-922-4048,LC4842,Grade 11,16,France
S17745,16.3,74.7,77.6,Doctorate,Male,4,902-759-5056,LC3391,Grade 11,16,Germany
S17746,4.8,92.9,75.5,Doctorate,Male,2,973-532-2023,LC4711,Grade 11,16,Germany
S17747,19.3,90.1,45.4,Master,Female,0,529-480-6638,,Grade 11,16,Germany
S17748,,,42.1,High School,Female,2,851-456-2367,LC8317,Grade 11,16,England
S17749,17.1,91.3,47.8,Master,Male,0,534-656-8616,LC6095,Grade 11,16,Germany
S17750,12.4,61.9,55.1,High School,Male,1,553-632-9325,LC1320,Grade 12,17,Germany
S17751,10.6,79.7,73.7,Master,Male,5,306-177-6448,,Grade 12,17,England
S17752,9.1,83.0,69.7,Master,Male,,818-420-2951,LC4835,Grade 12,17,Germany
S17753,19.5,68.3,88.7,Master,Male,0,178-737-6955,LC7351,Grade 11,16,Spain
S17754,13.5,77.7,55.0,Master,Male,0,371-313-2553,LC2260,Grade 12,17,England
S17755,5.5,87.2,48.7,Bachelor,Male,2,636-830-4310,LC4687,Grade 11,16,Spain
S17756,1.4,53.4,64.5,Doctorate,Male,1,260-111-5122,LC2868,Grade 11,16,Germany
S17757,10.9,78.7,,High School,Male,2,445-650-5699,LC8351,Grade 11,16,France
S17758,10.0,119.3,66.3,Master,Female,1,251-332-8249,LC9959,Grade 12,17,England
S17759,-1.0,58.5,56.2,High School,Male,2,686-955-6520,LC6021,Grade 11,16,England
S17760,9.7,95.6,94.3,Bachelor,Male,5,514-184-6531,,Grade 11,16,France
S17761,7.1,73.1,61.8,Master,Female,4,615-796-7338,LC9420,Grade 10,15,Spain
S17762,,98.7,95.3,Bachelor,Male,1,231-807-9277,,Grade 11,16,Germany
S17763,13.6,60.5,71.4,High School,Male,4,458-668-4649,LC8896,Grade 11,16,Germany
S17764,17.5,75.1,,Bachelor,Female,1,112-114-3874,LC7511,Grade 11,16,Germany
S17765,14.5,119.2,71.3,Bachelor,Male,1,744-215-1441,,Grade 10,15,France
S17766,6.4,71.5,41.9,High School,Male,4,722-909-6116,LC9649,Grade 11,16,Germany
S17767,11.8,87.7,85.5,Bachelor,Male,2,566-546-4420,LC4672,Grade 10,15,France
S17768,10.3,86.9,76.8,High School,Male,3,737-250-9759,,Grade 10,15,France
S17769,3.3,34.4,66.2,Doctorate,Male,0,558-799-7702,LC4434,Grade 11,16,Germany
S17770,12.0,83.9,44.1,Bachelor,Male,1,774-536-8382,LC4237,Grade 11,16,England
S17771,19.3,50.2,39.6,Associate,Male,5,933-658-8647,,Grade 10,15,France
S17772,10.2,87.7,61.0,Associate,Female,3,266-954-9976,,Grade 12,17,Spain
S17773,2.0,77.4,78.2,Master,Male,1,466-421-1235,LC5762,Grade 12,17,Portugal
S17774,10.2,52.7,66.3,Bachelor,Female,2,320-976-1212,LC6653,Grade 11,16,England
S17775,3.9,51.2,69.9,Bachelor,Male,2,528-789-6769,LC9834,Grade 11,16,Spain
S17776,14.3,73.5,87.7,High School,Female,1,788-137-9360,LC1861,Grade 10,15,Germany
S17777,12.6,124.6,77.9,Associate,Male,0,499-701-7704,LC2653,Grade 12,18,Spain
S17778,9.1,107.5,75.3,Doctorate,Female,1,691-207-2014,LC4467,Grade 11,16,Portugal
S17779,8.3,82.2,75.4,Associate,Female,0,675-336-3562,,Grade 12,17,Spain
S17780,8.9,85.3,71.4,,Female,3,578-653-9193,LC4031,Grade 12,17,Germany
S17781,10.0,87.0,74.0,High School,Female,1,126-948-1658,LC8249,Grade 11,16,Germany
S17782,6.1,,72.6,High School,Female,1,836-765-5270,LC1503,Grade 12,17,Germany
S17783,3.1,61.1,73.5,High School,Male,2,655-507-1710,,Grade 10,15,Germany
S17784,15.7,92.0,118.4,Master,Female,3,410-155-5481,LC5932,Grade 11,16,England
